compactness;circularity;distance_circularity;radius_ratio;pr_axis_aspect_ratio;max_length_aspect_ratio;scatter_ratio;elongatedness;pr_axis_rectangularity;max_length_rectangularity;scaled_variance_major;scaled_variance_minor;scaled_radius_of_gyration;skewness_about_major;skewness_about_minor;kurtosis_about_major;kurtosis_about_minor;hollows_ratio;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
99.0;54.0;100.0;199.0;62.0;9.0;200.0;33.0;23.0;166.0;222.0;600.0;241.0;70.0;2.0;7.0;189.0;198.0;1;1;scaled_variance_minor > 584.50 AND scatter_ratio > 197.25 AND compactness <= 100.00 AND elongatedness <= 33.00 AND max_length_aspect_ratio > 8.00 AND hollows_ratio <= 201.00 AND pr_axis_aspect_ratio <= 65.00 AND skewness_about_minor <= 2.00 AND pr_axis_rectangularity <= 23.00 AND kurtosis_about_minor <= 189.00;10;0.9629629629629629;0.0017;1.0;0.01092896174863388
110.0;58.0;106.0;180.0;51.0;6.0;261.0;26.0;28.0;171.0;278.0;998.0;257.0;83.0;9.0;13.0;181.0;182.0;0;0;max_length_aspect_ratio <= 7.00 AND skewness_about_major > 75.00 AND compactness > 100.00;3;0.9797979797979798;0.0326;1.0;0.1317365269461078
85.0;42.0;59.0;132.0;58.0;7.0;149.0;46.0;19.0;144.0;166.0;320.0;172.0;83.0;8.0;4.0;179.0;182.0;0;0;max_length_aspect_ratio <= 7.00 AND skewness_about_major > 75.00 AND scatter_ratio > 147.00 AND distance_circularity <= 70.00;4;0.9560067681895094;0.0455;0.9;0.16167664670658682
91.0;45.0;75.0;154.0;57.0;6.0;150.0;44.0;19.0;146.0;170.0;335.0;180.0;66.0;16.0;2.0;193.0;198.0;1;1;compactness <= 100.00 AND skewness_about_minor > 9.00 AND hollows_ratio <= 201.00 AND scaled_variance_minor > 319.00 AND skewness_about_major <= 71.00 AND 70.00 < distance_circularity <= 80.00 AND pr_axis_aspect_ratio <= 57.00 AND scatter_ratio > 147.00 AND kurtosis_about_major <= 6.00 AND max_length_aspect_ratio <= 7.00 AND 43.00 < elongatedness <= 46.00 AND kurtosis_about_minor > 189.00;12;0.9549180327868853;0.0016;1.0;0.01092896174863388
105.0;52.0;107.0;207.0;60.0;11.0;218.0;31.0;24.0;167.0;221.0;701.0;197.0;66.0;0.0;20.0;191.0;203.0;1;1;scaled_variance_minor > 584.50 AND scaled_variance_major > 178.00 AND elongatedness <= 33.00 AND max_length_aspect_ratio > 7.00 AND skewness_about_major <= 67.00 AND scaled_radius_of_gyration <= 198.00 AND scatter_ratio > 197.25 AND pr_axis_aspect_ratio <= 61.00 AND skewness_about_minor <= 9.00;9;0.9690265486725663;0.0103;1.0;0.03825136612021858
100.0;46.0;90.0;172.0;67.0;9.0;157.0;43.0;20.0;150.0;170.0;363.0;184.0;67.0;17.0;7.0;192.0;200.0;3;3;max_length_rectangularity > 146.00 AND scaled_variance_major <= 178.00 AND max_length_aspect_ratio > 8.00 AND skewness_about_minor > 9.00;4;1.0;0.0345;1.0;0.14375
92.0;45.0;74.0;187.0;74.0;7.0;157.0;41.0;19.0;143.0;179.0;375.0;183.0;70.0;8.0;6.0;195.0;201.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND kurtosis_about_minor > 193.25 AND skewness_about_major > 67.00;4;0.9776951672862454;0.0587;1.0;0.23353293413173654
108.0;51.0;103.0;197.0;60.0;11.0;211.0;31.0;24.0;160.0;222.0;661.0;187.0;67.0;7.0;3.0;190.0;200.0;1;1;max_length_aspect_ratio > 10.00 AND elongatedness <= 33.00 AND skewness_about_major <= 75.00 AND scaled_variance_minor > 584.50 AND pr_axis_aspect_ratio <= 61.00 AND pr_axis_rectangularity > 20.00 AND scaled_radius_of_gyration <= 198.00 AND scatter_ratio > 197.25 AND max_length_rectangularity <= 160.00;9;0.9596273291925466;0.005;1.0;0.0273224043715847
100.0;47.0;88.0;190.0;60.0;10.0;171.0;38.0;21.0;155.0;186.0;440.0;169.0;59.0;15.0;18.0;201.0;210.0;2;2;kurtosis_about_major > 6.00 AND pr_axis_rectangularity > 20.00 AND hollows_ratio > 201.00 AND 319.00 < scaled_variance_minor <= 584.50 AND scatter_ratio > 157.00 AND distance_circularity > 80.00 AND skewness_about_major <= 71.00 AND compactness > 87.00 AND skewness_about_minor > 9.00 AND scaled_variance_major > 178.00 AND max_length_aspect_ratio > 8.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00 AND 168.00 < radius_ratio <= 196.00 AND max_length_rectangularity <= 160.00 AND 44.00 < circularity <= 49.00 AND scaled_radius_of_gyration > 148.75;16;0.9553903345724907;0.0036;1.0;0.01764705882352941
100.0;36.0;73.0;199.0;73.0;6.0;162.0;40.0;20.0;127.0;189.0;401.0;125.0;72.0;6.0;19.0;200.0;204.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND kurtosis_about_minor > 193.25 AND max_length_rectangularity <= 136.00;4;1.0;0.0233;1.0;0.09580838323353294
97.0;41.0;88.0;184.0;59.0;9.0;175.0;38.0;21.0;140.0;192.0;459.0;147.0;63.0;1.0;5.0;196.0;205.0;2;2;skewness_about_minor <= 9.00 AND pr_axis_rectangularity > 20.00 AND max_length_aspect_ratio > 7.00 AND hollows_ratio > 201.00 AND distance_circularity > 80.00 AND 168.00 < radius_ratio <= 196.00 AND scatter_ratio > 157.00 AND 178.00 < scaled_variance_major <= 217.00 AND 365.00 < scaled_variance_minor <= 584.50 AND 93.00 < compactness <= 100.00 AND 136.00 < max_length_rectangularity <= 146.00 AND skewness_about_major <= 75.00;12;0.9732824427480916;0.0053;1.0;0.023529411764705882
85.0;38.0;63.0;130.0;55.0;7.0;122.0;55.0;17.0;130.0;137.0;219.0;144.0;64.0;20.0;8.0;195.0;201.0;1;1;compactness <= 87.00 AND skewness_about_minor > 9.00 AND pr_axis_aspect_ratio <= 57.00 AND skewness_about_major <= 67.00 AND 197.00 < hollows_ratio <= 201.00 AND max_length_rectangularity <= 136.00 AND kurtosis_about_minor > 193.25 AND scaled_radius_of_gyration <= 148.75 AND 6.00 < kurtosis_about_major <= 11.00 AND max_length_aspect_ratio <= 7.00 AND elongatedness > 33.00 AND distance_circularity <= 98.00 AND pr_axis_rectangularity <= 19.00 AND scaled_variance_minor <= 584.50 AND scatter_ratio <= 197.25 AND circularity <= 49.00 AND scaled_variance_major <= 217.00 AND radius_ratio <= 196.00;18;0.871977240398293;0.0018;1.0;0.01092896174863388
97.0;50.0;108.0;211.0;65.0;10.0;214.0;31.0;24.0;156.0;232.0;683.0;218.0;72.0;7.0;29.0;188.0;197.0;1;1;87.00 < compactness <= 100.00 AND pr_axis_rectangularity > 20.00 AND max_length_aspect_ratio > 7.00 AND scatter_ratio > 147.00 AND scaled_variance_minor > 584.50 AND 191.00 < hollows_ratio <= 197.00 AND scaled_variance_major > 178.00 AND skewness_about_major <= 75.00 AND max_length_rectangularity <= 160.00;9;0.9621451104100947;0.0099;0.8571428571428571;0.03278688524590164
89.0;42.0;75.0;140.0;55.0;6.0;145.0;46.0;19.0;139.0;170.0;312.0;166.0;71.0;15.0;26.0;191.0;198.0;1;1;scatter_ratio <= 147.00 AND kurtosis_about_major > 19.00 AND kurtosis_about_minor <= 193.25 AND 197.00 < hollows_ratio <= 201.00 AND 70.00 < distance_circularity <= 80.00 AND skewness_about_major <= 71.00 AND pr_axis_aspect_ratio <= 57.00 AND skewness_about_minor > 9.00 AND scaled_variance_major > 167.00 AND 136.00 < max_length_rectangularity <= 146.00 AND radius_ratio <= 141.00 AND 33.00 < elongatedness <= 46.00 AND circularity <= 44.00 AND max_length_aspect_ratio <= 7.00 AND 148.75 < scaled_radius_of_gyration <= 174.00 AND compactness > 87.00;16;0.9453376205787781;0.0019;1.0;0.01092896174863388
89.0;36.0;77.0;172.0;62.0;8.0;157.0;42.0;19.0;125.0;174.0;367.0;126.0;63.0;5.0;22.0;198.0;205.0;1;1;compactness <= 100.00 AND scaled_variance_minor > 365.00 AND 7.00 < max_length_aspect_ratio <= 8.00 AND 168.00 < radius_ratio <= 196.00 AND elongatedness <= 43.00 AND skewness_about_major <= 67.00 AND kurtosis_about_major > 19.00 AND scaled_radius_of_gyration <= 148.75 AND 70.00 < distance_circularity <= 80.00 AND 61.00 < pr_axis_aspect_ratio <= 65.00 AND max_length_rectangularity <= 136.00 AND pr_axis_rectangularity <= 19.00 AND skewness_about_minor <= 6.00 AND kurtosis_about_minor > 193.25 AND 147.00 < scatter_ratio <= 197.25 AND hollows_ratio > 197.00 AND scaled_variance_major > 167.00;17;0.944078947368421;0.0017;1.0;0.01092896174863388
104.0;55.0;105.0;216.0;68.0;11.0;205.0;32.0;23.0;169.0;221.0;623.0;216.0;71.0;9.0;18.0;189.0;196.0;1;1;compactness > 93.00 AND scaled_variance_major > 217.00 AND scaled_variance_minor > 584.50 AND max_length_aspect_ratio > 8.00 AND scatter_ratio > 197.25 AND 191.00 < hollows_ratio <= 197.00 AND skewness_about_major <= 71.00 AND 6.00 < skewness_about_minor <= 9.00 AND 19.00 < pr_axis_rectangularity <= 23.00 AND kurtosis_about_major <= 19.00 AND max_length_rectangularity > 146.00;11;0.9528985507246377;0.001;1.0;0.01092896174863388
94.0;40.0;85.0;186.0;62.0;9.0;169.0;39.0;20.0;139.0;184.0;430.0;133.0;61.0;2.0;9.0;200.0;210.0;2;2;hollows_ratio > 201.00 AND scaled_variance_major > 178.00 AND skewness_about_major <= 71.00 AND distance_circularity > 80.00 AND compactness > 93.00 AND scaled_variance_minor > 365.00 AND kurtosis_about_major > 6.00 AND circularity <= 40.00 AND max_length_rectangularity <= 146.00 AND 61.00 < pr_axis_aspect_ratio <= 65.00 AND pr_axis_rectangularity > 19.00 AND kurtosis_about_minor > 184.00 AND 168.00 < radius_ratio <= 196.00 AND max_length_aspect_ratio > 8.00 AND scaled_radius_of_gyration <= 174.00;15;0.966183574879227;0.0028;1.0;0.01764705882352941
90.0;41.0;62.0;147.0;60.0;6.0;128.0;52.0;18.0;141.0;149.0;246.0;157.0;61.0;13.0;4.0;201.0;208.0;3;3;max_length_rectangularity > 136.00 AND elongatedness > 46.00 AND kurtosis_about_minor > 193.25 AND kurtosis_about_major <= 6.00;4;0.9838056680161943;0.013;0.9;0.05625
86.0;45.0;66.0;126.0;57.0;8.0;148.0;46.0;19.0;145.0;170.0;321.0;186.0;86.0;0.0;7.0;179.0;182.0;0;0;max_length_aspect_ratio <= 8.00 AND skewness_about_major > 75.00 AND scaled_variance_minor > 319.00 AND distance_circularity <= 70.00 AND circularity > 44.00;5;1.0;0.0103;1.0;0.04790419161676647
87.0;39.0;74.0;165.0;66.0;6.0;145.0;45.0;19.0;134.0;173.0;318.0;139.0;70.0;3.0;21.0;195.0;200.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND distance_circularity <= 80.00 AND kurtosis_about_minor > 193.25 AND max_length_rectangularity <= 136.00;5;1.0;0.0227;1.0;0.09580838323353294
92.0;46.0;79.0;176.0;64.0;8.0;162.0;41.0;20.0;149.0;183.0;396.0;178.0;67.0;2.0;10.0;191.0;198.0;1;1;scaled_variance_minor > 365.00 AND scaled_variance_major > 178.00 AND skewness_about_major <= 67.00 AND max_length_aspect_ratio > 7.00 AND 197.00 < hollows_ratio <= 201.00 AND kurtosis_about_minor > 189.00 AND skewness_about_minor <= 2.00 AND elongatedness <= 43.00 AND compactness <= 93.00 AND distance_circularity <= 80.00 AND pr_axis_aspect_ratio <= 65.00;11;0.9521276595744681;0.0024;1.0;0.01639344262295082
93.0;44.0;90.0;166.0;65.0;10.0;153.0;44.0;19.0;156.0;170.0;348.0;143.0;66.0;9.0;17.0;194.0;203.0;3;3;max_length_rectangularity > 136.00 AND scaled_variance_major <= 178.00 AND max_length_aspect_ratio > 8.00 AND distance_circularity > 80.00;4;1.0;0.0709;1.0;0.3125
89.0;41.0;75.0;162.0;66.0;5.0;153.0;43.0;19.0;136.0;175.0;352.0;154.0;72.0;2.0;0.0;188.0;195.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND distance_circularity <= 80.00 AND kurtosis_about_major <= 6.00;4;0.9683098591549296;0.0264;1.0;0.11377245508982035
96.0;46.0;74.0;202.0;74.0;5.0;163.0;39.0;20.0;149.0;185.0;408.0;191.0;70.0;7.0;8.0;196.0;200.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND kurtosis_about_minor > 193.25 AND skewness_about_major > 67.00;4;0.9786476868327402;0.0584;1.0;0.23353293413173654
104.0;57.0;103.0;216.0;69.0;11.0;219.0;30.0;25.0;176.0;228.0;708.0;219.0;73.0;4.0;3.0;186.0;196.0;1;1;max_length_aspect_ratio > 10.00 AND scaled_variance_minor > 365.00 AND scaled_variance_major > 217.00 AND 71.00 < skewness_about_major <= 75.00 AND 191.00 < hollows_ratio <= 197.00 AND elongatedness <= 33.00 AND 2.00 < skewness_about_minor <= 6.00 AND kurtosis_about_major <= 6.00 AND distance_circularity > 70.00 AND kurtosis_about_minor <= 189.00;10;0.9728260869565217;0.0013;1.0;0.01092896174863388
85.0;44.0;70.0;205.0;103.0;52.0;149.0;45.0;19.0;144.0;241.0;325.0;188.0;127.0;9.0;11.0;180.0;183.0;0;0;pr_axis_aspect_ratio > 65.00 AND skewness_about_major > 75.00 AND scaled_variance_major > 178.00 AND hollows_ratio <= 191.00;4;1.0;0.0141;1.0;0.059880239520958084
95.0;46.0;104.0;208.0;66.0;9.0;191.0;35.0;22.0;148.0;210.0;543.0;169.0;68.0;0.0;28.0;190.0;200.0;2;2;hollows_ratio > 197.00 AND distance_circularity > 98.00 AND skewness_about_major <= 75.00 AND 178.00 < scaled_variance_major <= 217.00 AND max_length_aspect_ratio > 7.00 AND radius_ratio > 168.00 AND elongatedness <= 46.00 AND compactness > 93.00 AND 365.00 < scaled_variance_minor <= 584.50 AND pr_axis_rectangularity > 20.00 AND max_length_rectangularity <= 160.00 AND kurtosis_about_minor <= 193.25 AND scaled_radius_of_gyration <= 198.00;13;0.9606557377049181;0.0028;1.0;0.01764705882352941
91.0;43.0;72.0;142.0;56.0;7.0;149.0;45.0;19.0;140.0;168.0;327.0;165.0;72.0;13.0;23.0;186.0;191.0;2;2;71.00 < skewness_about_major <= 75.00 AND kurtosis_about_major > 19.00 AND skewness_about_minor > 9.00 AND compactness > 87.00 AND pr_axis_aspect_ratio <= 57.00 AND 184.00 < kurtosis_about_minor <= 189.00 AND scaled_variance_minor > 319.00 AND distance_circularity > 70.00 AND 167.00 < scaled_variance_major <= 178.00 AND max_length_rectangularity <= 146.00 AND circularity <= 44.00 AND elongatedness > 43.00 AND max_length_aspect_ratio <= 7.00 AND pr_axis_rectangularity <= 19.00 AND scatter_ratio <= 157.00 AND scaled_radius_of_gyration > 148.75 AND radius_ratio > 141.00;17;0.7987927565392354;0.0015;1.0;0.011764705882352941
80.0;34.0;42.0;110.0;57.0;3.0;114.0;59.0;17.0;119.0;131.0;191.0;121.0;87.0;4.0;7.0;179.0;183.0;1;1;hollows_ratio <= 191.00 AND max_length_rectangularity <= 136.00 AND compactness <= 87.00 AND kurtosis_about_minor <= 184.00 AND circularity <= 40.00 AND pr_axis_aspect_ratio <= 57.00 AND 6.00 < kurtosis_about_major <= 11.00 AND scaled_radius_of_gyration <= 148.75 AND 2.00 < skewness_about_minor <= 6.00 AND radius_ratio <= 168.00 AND skewness_about_major > 71.00 AND scaled_variance_major <= 217.00 AND pr_axis_rectangularity <= 19.00 AND elongatedness > 33.00 AND scatter_ratio <= 197.25 AND scaled_variance_minor <= 584.50 AND distance_circularity <= 98.00;17;0.8162031438935913;0.0028;0.6666666666666666;0.01092896174863388
92.0;40.0;66.0;111.0;48.0;7.0;139.0;50.0;19.0;140.0;159.0;277.0;148.0;85.0;12.0;19.0;182.0;183.0;3;3;136.00 < max_length_rectangularity <= 160.00 AND elongatedness > 46.00 AND kurtosis_about_major <= 19.00 AND compactness > 87.00 AND skewness_about_major > 71.00;5;0.9866666666666667;0.0234;1.0;0.10625
110.0;56.0;109.0;199.0;57.0;5.0;251.0;27.0;27.0;169.0;272.0;928.0;268.0;82.0;11.0;10.0;183.0;183.0;0;0;max_length_aspect_ratio <= 7.00 AND skewness_about_major > 75.00 AND compactness > 100.00;3;0.9829059829059829;0.0318;1.0;0.1317365269461078
95.0;46.0;105.0;219.0;68.0;9.0;201.0;33.0;23.0;148.0;223.0;602.0;201.0;69.0;5.0;38.0;191.0;202.0;1;1;max_length_aspect_ratio > 8.00 AND scatter_ratio > 197.25 AND compactness <= 100.00 AND scaled_variance_minor > 584.50 AND pr_axis_rectangularity > 20.00 AND skewness_about_major <= 75.00 AND circularity > 44.00 AND distance_circularity > 70.00 AND 2.00 < skewness_about_minor <= 9.00 AND radius_ratio > 196.00 AND max_length_rectangularity <= 160.00 AND elongatedness <= 33.00;12;0.9630872483221476;0.0055;1.0;0.0273224043715847
89.0;47.0;80.0;131.0;54.0;11.0;160.0;43.0;20.0;163.0;175.0;369.0;174.0;77.0;1.0;7.0;182.0;193.0;3;3;max_length_rectangularity > 146.00 AND radius_ratio <= 141.00 AND pr_axis_rectangularity > 19.00;3;1.0;0.0267;1.0;0.13125
80.0;38.0;64.0;130.0;59.0;8.0;134.0;51.0;18.0;126.0;152.0;259.0;135.0;76.0;1.0;23.0;179.0;188.0;1;1;compactness <= 87.00 AND kurtosis_about_major > 19.00 AND 7.00 < max_length_aspect_ratio <= 8.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00 AND kurtosis_about_minor <= 184.00 AND max_length_rectangularity <= 136.00 AND scaled_radius_of_gyration <= 148.75 AND scaled_variance_minor <= 319.00 AND elongatedness > 46.00 AND hollows_ratio <= 201.00;10;0.967741935483871;0.0018;1.0;0.01092896174863388
86.0;36.0;66.0;128.0;57.0;8.0;131.0;52.0;18.0;127.0;148.0;252.0;139.0;76.0;5.0;27.0;183.0;187.0;1;1;compactness <= 87.00 AND kurtosis_about_major > 19.00 AND 7.00 < max_length_aspect_ratio <= 10.00 AND pr_axis_aspect_ratio <= 57.00 AND max_length_rectangularity <= 136.00 AND scaled_radius_of_gyration <= 148.75 AND kurtosis_about_minor <= 184.00 AND circularity <= 40.00 AND hollows_ratio <= 197.00 AND pr_axis_rectangularity <= 19.00 AND scaled_variance_major <= 217.00 AND scatter_ratio <= 147.00 AND scaled_variance_minor <= 584.50 AND elongatedness > 33.00 AND distance_circularity <= 98.00 AND skewness_about_major > 67.00 AND 2.00 < skewness_about_minor <= 6.00 AND radius_ratio <= 196.00;18;0.9559471365638766;0.0019;1.0;0.01092896174863388
85.0;42.0;66.0;122.0;54.0;6.0;148.0;46.0;19.0;141.0;172.0;317.0;174.0;88.0;6.0;14.0;180.0;182.0;0;0;max_length_aspect_ratio <= 7.00 AND skewness_about_major > 75.00 AND scatter_ratio > 147.00 AND distance_circularity <= 70.00 AND kurtosis_about_major > 11.00;5;1.0;0.0132;1.0;0.0658682634730539
93.0;35.0;66.0;154.0;59.0;6.0;142.0;46.0;18.0;128.0;162.0;304.0;120.0;64.0;5.0;13.0;197.0;202.0;1;1;87.00 < compactness <= 93.00 AND skewness_about_major <= 67.00 AND 11.00 < kurtosis_about_major <= 19.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00 AND hollows_ratio > 201.00 AND 43.00 < elongatedness <= 46.00 AND kurtosis_about_minor > 193.25 AND 141.00 < radius_ratio <= 168.00 AND max_length_rectangularity <= 136.00 AND distance_circularity <= 70.00 AND 2.00 < skewness_about_minor <= 6.00 AND pr_axis_rectangularity <= 20.00 AND max_length_aspect_ratio <= 7.00 AND scaled_variance_minor <= 319.00 AND scaled_variance_major <= 217.00 AND scatter_ratio <= 197.25 AND circularity <= 49.00 AND scaled_radius_of_gyration <= 148.75;18;0.8273809523809523;0.0013;1.0;0.01092896174863388
93.0;47.0;85.0;163.0;66.0;11.0;156.0;44.0;20.0;158.0;172.0;355.0;178.0;74.0;7.0;15.0;183.0;195.0;3;3;max_length_aspect_ratio > 10.00 AND scaled_variance_major <= 178.00 AND distance_circularity > 80.00 AND pr_axis_rectangularity > 19.00;4;1.0;0.0206;1.0;0.1
102.0;54.0;100.0;163.0;53.0;10.0;213.0;31.0;24.0;173.0;219.0;669.0;201.0;76.0;12.0;27.0;187.0;195.0;1;1;max_length_aspect_ratio > 8.00 AND scatter_ratio > 197.25 AND scaled_variance_minor > 365.00 AND hollows_ratio > 191.00 AND pr_axis_aspect_ratio <= 57.00 AND kurtosis_about_major > 19.00 AND elongatedness <= 33.00 AND radius_ratio <= 168.00;8;0.9711934156378601;0.0039;1.0;0.02185792349726776
107.0;54.0;98.0;203.0;65.0;11.0;218.0;31.0;25.0;167.0;229.0;696.0;216.0;72.0;1.0;28.0;187.0;199.0;2;2;radius_ratio > 196.00 AND scaled_variance_minor > 584.50 AND 67.00 < skewness_about_major <= 75.00 AND distance_circularity > 80.00 AND compactness > 100.00 AND hollows_ratio > 197.00 AND elongatedness <= 33.00 AND scaled_radius_of_gyration > 198.00 AND max_length_aspect_ratio > 10.00 AND 61.00 < pr_axis_aspect_ratio <= 65.00 AND kurtosis_about_major > 19.00 AND 184.00 < kurtosis_about_minor <= 189.00 AND circularity > 44.00 AND max_length_rectangularity > 136.00 AND scaled_variance_major > 178.00 AND skewness_about_minor <= 6.00 AND scatter_ratio > 147.00;17;0.9507575757575758;0.0038;1.0;0.01764705882352941
98.0;48.0;101.0;203.0;65.0;9.0;197.0;33.0;23.0;152.0;216.0;584.0;174.0;68.0;2.0;5.0;189.0;197.0;2;2;elongatedness <= 33.00 AND distance_circularity > 98.00 AND 7.00 < max_length_aspect_ratio <= 10.00 AND skewness_about_major <= 71.00 AND scatter_ratio > 147.00 AND radius_ratio > 196.00 AND hollows_ratio > 191.00 AND scaled_variance_minor <= 584.50 AND compactness > 93.00 AND max_length_rectangularity <= 160.00 AND kurtosis_about_minor <= 189.00 AND kurtosis_about_major <= 11.00 AND 57.00 < pr_axis_aspect_ratio <= 65.00 AND 178.00 < scaled_variance_major <= 217.00 AND circularity <= 49.00;15;0.951417004048583;0.0017;1.0;0.011764705882352941
85.0;35.0;47.0;110.0;55.0;3.0;117.0;57.0;17.0;122.0;136.0;203.0;139.0;89.0;5.0;9.0;180.0;184.0;3;3;6.00 < kurtosis_about_major <= 11.00 AND scaled_variance_major <= 167.00 AND radius_ratio <= 141.00 AND elongatedness > 46.00 AND scaled_variance_minor <= 319.00 AND distance_circularity <= 70.00 AND 2.00 < skewness_about_minor <= 6.00 AND hollows_ratio <= 191.00 AND kurtosis_about_minor <= 184.00 AND skewness_about_major > 75.00 AND pr_axis_aspect_ratio <= 57.00 AND pr_axis_rectangularity <= 19.00 AND compactness <= 100.00 AND circularity <= 49.00 AND scatter_ratio <= 147.00;15;0.8766917293233083;0.0042;0.75;0.01875
102.0;51.0;108.0;193.0;57.0;10.0;212.0;31.0;24.0;162.0;219.0;663.0;184.0;66.0;7.0;21.0;191.0;201.0;1;1;max_length_aspect_ratio > 7.00 AND scaled_variance_minor > 584.50 AND scatter_ratio > 197.25 AND hollows_ratio > 191.00 AND scaled_variance_major > 178.00 AND pr_axis_aspect_ratio <= 57.00 AND skewness_about_major <= 67.00 AND scaled_radius_of_gyration <= 198.00;8;0.985781990521327;0.0075;1.0;0.03278688524590164
82.0;36.0;54.0;117.0;53.0;7.0;125.0;54.0;18.0;126.0;146.0;229.0;128.0;78.0;1.0;5.0;180.0;184.0;2;2;pr_axis_rectangularity <= 19.00 AND max_length_rectangularity <= 136.00 AND scaled_variance_minor <= 319.00 AND pr_axis_aspect_ratio <= 57.00 AND circularity <= 40.00 AND max_length_aspect_ratio <= 7.00 AND kurtosis_about_minor <= 184.00 AND scaled_variance_major <= 178.00 AND scatter_ratio <= 197.25 AND skewness_about_minor <= 6.00;10;0.628673835125448;0.0219;0.35294117647058826;0.03529411764705882
96.0;47.0;103.0;215.0;69.0;10.0;200.0;33.0;23.0;147.0;220.0;598.0;200.0;73.0;6.0;6.0;187.0;194.0;1;1;hollows_ratio <= 201.00 AND scaled_variance_minor > 584.50 AND elongatedness <= 33.00 AND max_length_aspect_ratio > 8.00 AND pr_axis_rectangularity > 20.00 AND compactness <= 100.00 AND scatter_ratio > 197.25 AND max_length_rectangularity <= 160.00;8;0.9543973941368078;0.0068;0.8333333333333334;0.0273224043715847
87.0;43.0;70.0;169.0;72.0;7.0;152.0;44.0;19.0;145.0;177.0;341.0;171.0;76.0;6.0;12.0;184.0;187.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND hollows_ratio <= 191.00;3;1.0;0.0158;1.0;0.0658682634730539
92.0;37.0;80.0;180.0;67.0;8.0;154.0;43.0;19.0;129.0;180.0;353.0;144.0;69.0;6.0;9.0;190.0;195.0;2;2;kurtosis_about_minor > 189.00 AND radius_ratio > 168.00 AND max_length_aspect_ratio > 7.00 AND pr_axis_aspect_ratio > 57.00 AND scaled_variance_major > 178.00 AND elongatedness <= 43.00 AND compactness > 87.00 AND hollows_ratio > 191.00 AND max_length_rectangularity <= 136.00 AND scaled_variance_minor <= 365.00 AND 67.00 < skewness_about_major <= 71.00 AND skewness_about_minor > 2.00 AND distance_circularity > 70.00 AND circularity <= 40.00 AND kurtosis_about_major <= 19.00;15;0.9563758389261745;0.0013;1.0;0.011764705882352941
91.0;38.0;70.0;160.0;66.0;25.0;140.0;47.0;18.0;139.0;162.0;296.0;130.0;67.0;4.0;11.0;192.0;202.0;3;3;max_length_aspect_ratio > 10.00 AND scatter_ratio <= 147.00 AND max_length_rectangularity > 136.00 AND scaled_radius_of_gyration <= 148.75;4;1.0;0.0015;1.0;0.0125
79.0;43.0;72.0;141.0;62.0;8.0;153.0;44.0;19.0;144.0;175.0;344.0;174.0;78.0;0.0;8.0;182.0;188.0;0;0;max_length_aspect_ratio <= 8.00 AND skewness_about_major > 75.00 AND pr_axis_aspect_ratio > 61.00 AND skewness_about_minor <= 9.00 AND radius_ratio <= 196.00;5;0.9635761589403974;0.0199;1.0;0.10179640718562874
88.0;36.0;53.0;113.0;57.0;3.0;118.0;57.0;17.0;128.0;137.0;204.0;136.0;88.0;7.0;14.0;180.0;183.0;3;3;87.00 < compactness <= 93.00 AND elongatedness > 46.00 AND 11.00 < kurtosis_about_major <= 19.00 AND scaled_variance_minor <= 319.00 AND scatter_ratio <= 147.00 AND 6.00 < skewness_about_minor <= 9.00 AND radius_ratio <= 141.00 AND kurtosis_about_minor <= 189.00 AND skewness_about_major > 75.00 AND hollows_ratio <= 201.00 AND pr_axis_aspect_ratio <= 57.00 AND distance_circularity <= 70.00;12;0.9537953795379538;0.0045;1.0;0.025
88.0;37.0;63.0;130.0;58.0;5.0;125.0;54.0;18.0;130.0;141.0;230.0;145.0;74.0;14.0;20.0;184.0;188.0;2;2;pr_axis_rectangularity <= 19.00 AND 67.00 < skewness_about_major <= 75.00 AND kurtosis_about_major > 19.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00 AND 87.00 < compactness <= 93.00 AND skewness_about_minor > 2.00 AND scaled_variance_minor <= 365.00 AND max_length_rectangularity <= 136.00 AND circularity <= 40.00 AND max_length_aspect_ratio <= 7.00 AND elongatedness > 46.00 AND kurtosis_about_minor <= 189.00 AND scaled_variance_major <= 167.00 AND hollows_ratio <= 191.00 AND distance_circularity <= 70.00;15;0.9487179487179487;0.0014;1.0;0.011764705882352941
