compactness;circularity;distance_circularity;radius_ratio;pr_axis_aspect_ratio;max_length_aspect_ratio;scatter_ratio;elongatedness;pr_axis_rectangularity;max_length_rectangularity;scaled_variance_major;scaled_variance_minor;scaled_radius_of_gyration;skewness_about_major;skewness_about_minor;kurtosis_about_major;kurtosis_about_minor;hollows_ratio;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
92.0;37.0;80.0;180.0;67.0;8.0;154.0;43.0;19.0;129.0;180.0;353.0;144.0;69.0;6.0;9.0;190.0;195.0;2;2;max_length_rectangularity <= 136.00 AND max_length_aspect_ratio > 7.00 AND elongatedness <= 43.00 AND kurtosis_about_major > 6.00 AND 189.00 < kurtosis_about_minor <= 193.25 AND skewness_about_major <= 71.00 AND pr_axis_aspect_ratio > 61.00 AND compactness > 87.00 AND hollows_ratio > 191.00 AND scaled_variance_minor <= 584.50 AND distance_circularity > 70.00 AND skewness_about_minor > 2.00 AND scaled_radius_of_gyration <= 174.00 AND scatter_ratio > 147.00;14;0.9652173913043478;0.0043;1.0;0.024390243902439025
91.0;38.0;70.0;160.0;66.0;25.0;140.0;47.0;18.0;139.0;162.0;296.0;130.0;67.0;4.0;11.0;192.0;202.0;3;3;elongatedness > 43.00 AND max_length_aspect_ratio > 8.00 AND scaled_variance_major <= 178.00 AND kurtosis_about_major <= 11.00;4;1.0;0.0415;1.0;0.17177914110429449
79.0;43.0;72.0;141.0;62.0;8.0;153.0;44.0;19.0;144.0;175.0;344.0;174.0;78.0;0.0;8.0;182.0;188.0;0;0;max_length_aspect_ratio <= 8.00 AND skewness_about_major > 75.00 AND pr_axis_aspect_ratio > 61.00 AND kurtosis_about_major <= 11.00;4;0.9575757575757575;0.0171;1.0;0.07738095238095238
88.0;36.0;53.0;113.0;57.0;3.0;118.0;57.0;17.0;128.0;137.0;204.0;136.0;88.0;7.0;14.0;180.0;183.0;3;3;elongatedness > 43.00 AND compactness > 87.00 AND radius_ratio <= 141.00 AND kurtosis_about_major <= 19.00 AND skewness_about_minor > 6.00;5;0.957345971563981;0.0357;0.875;0.12883435582822086
88.0;37.0;63.0;130.0;58.0;5.0;125.0;54.0;18.0;130.0;141.0;230.0;145.0;74.0;14.0;20.0;184.0;188.0;2;2;max_length_rectangularity <= 136.00 AND skewness_about_minor > 9.00 AND kurtosis_about_major > 19.00 AND skewness_about_major <= 75.00 AND compactness > 87.00 AND radius_ratio <= 141.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00 AND scatter_ratio <= 157.00 AND kurtosis_about_minor <= 189.00 AND scaled_variance_major <= 217.00 AND hollows_ratio <= 191.00 AND elongatedness > 33.00 AND pr_axis_rectangularity <= 19.00 AND scaled_variance_minor <= 365.00 AND distance_circularity <= 70.00 AND max_length_aspect_ratio <= 7.00 AND circularity <= 44.00 AND scaled_radius_of_gyration <= 198.00;18;0.9345088161209067;0.0015;1.0;0.012195121951219513
96.0;40.0;70.0;120.0;50.0;8.0;137.0;50.0;18.0;141.0;162.0;269.0;139.0;80.0;10.0;13.0;183.0;183.0;3;3;elongatedness > 46.00 AND max_length_aspect_ratio > 7.00 AND compactness > 93.00 AND scaled_radius_of_gyration <= 198.00 AND max_length_rectangularity > 136.00 AND kurtosis_about_minor <= 189.00;6;0.9649805447470817;0.0024;1.0;0.018404907975460124
104.0;55.0;109.0;230.0;67.0;12.0;218.0;30.0;24.0;174.0;230.0;706.0;226.0;67.0;8.0;22.0;191.0;202.0;1;1;scaled_variance_minor > 584.50 AND kurtosis_about_major > 19.00 AND skewness_about_major <= 67.00 AND scaled_variance_major > 217.00 AND scatter_ratio > 197.25 AND 6.00 < skewness_about_minor <= 9.00 AND max_length_aspect_ratio > 10.00 AND distance_circularity > 98.00 AND radius_ratio > 196.00 AND kurtosis_about_minor <= 193.25;10;0.9572192513368984;0.0018;1.0;0.010810810810810811
85.0;38.0;75.0;132.0;54.0;7.0;147.0;46.0;19.0;131.0;171.0;318.0;145.0;75.0;7.0;25.0;183.0;188.0;2;2;max_length_rectangularity <= 136.00 AND kurtosis_about_major > 19.00 AND radius_ratio <= 141.00 AND 71.00 < skewness_about_major <= 75.00 AND pr_axis_aspect_ratio <= 57.00 AND elongatedness <= 46.00 AND scaled_variance_minor <= 319.00 AND 70.00 < distance_circularity <= 98.00 AND 167.00 < scaled_variance_major <= 178.00 AND 2.00 < skewness_about_minor <= 9.00 AND max_length_aspect_ratio <= 7.00 AND pr_axis_rectangularity <= 20.00 AND scaled_radius_of_gyration <= 174.00;13;0.9565217391304348;0.0008;1.0;0.012195121951219513
97.0;45.0;88.0;173.0;67.0;10.0;157.0;43.0;20.0;157.0;173.0;365.0;157.0;67.0;8.0;12.0;192.0;200.0;3;3;max_length_rectangularity > 136.00 AND scaled_variance_major <= 178.00 AND max_length_aspect_ratio > 8.00;3;0.978494623655914;0.119;0.987012987012987;0.4662576687116564
106.0;55.0;96.0;196.0;60.0;12.0;221.0;30.0;25.0;173.0;225.0;717.0;214.0;72.0;9.0;13.0;186.0;196.0;1;1;scaled_variance_minor > 584.50 AND scatter_ratio > 197.25 AND max_length_aspect_ratio > 10.00 AND 191.00 < hollows_ratio <= 197.00 AND kurtosis_about_major > 11.00 AND elongatedness <= 33.00 AND skewness_about_major <= 75.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00 AND 141.00 < radius_ratio <= 196.00 AND max_length_rectangularity > 136.00 AND 70.00 < distance_circularity <= 98.00;11;0.9690265486725663;0.0006;1.0;0.010810810810810811
89.0;40.0;89.0;174.0;58.0;8.0;177.0;37.0;21.0;133.0;202.0;471.0;155.0;70.0;7.0;18.0;189.0;196.0;2;2;max_length_rectangularity <= 136.00 AND distance_circularity > 80.00 AND skewness_about_major <= 71.00 AND skewness_about_minor > 6.00 AND pr_axis_aspect_ratio > 57.00 AND compactness > 87.00 AND kurtosis_about_major > 6.00 AND scaled_variance_major > 167.00 AND circularity <= 40.00;9;0.9612403100775194;0.0097;1.0;0.036585365853658534
93.0;45.0;86.0;201.0;69.0;7.0;184.0;35.0;22.0;145.0;203.0;523.0;183.0;72.0;0.0;4.0;194.0;197.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND skewness_about_major > 71.00 AND kurtosis_about_major <= 6.00;4;1.0;0.0161;1.0;0.06547619047619048
94.0;49.0;79.0;203.0;71.0;5.0;174.0;37.0;21.0;154.0;196.0;465.0;206.0;71.0;6.0;2.0;197.0;199.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND kurtosis_about_minor > 193.25 AND skewness_about_major > 67.00;4;0.9776951672862454;0.0585;1.0;0.23214285714285715
85.0;36.0;78.0;149.0;55.0;7.0;147.0;45.0;19.0;128.0;168.0;321.0;134.0;64.0;10.0;24.0;197.0;203.0;1;1;compactness <= 87.00 AND skewness_about_major <= 71.00 AND scaled_variance_minor > 319.00 AND pr_axis_aspect_ratio <= 57.00 AND kurtosis_about_major > 19.00 AND max_length_rectangularity <= 146.00 AND distance_circularity > 70.00 AND kurtosis_about_minor > 189.00;8;0.9733333333333334;0.0011;1.0;0.010810810810810811
95.0;48.0;104.0;214.0;67.0;9.0;205.0;32.0;23.0;151.0;227.0;628.0;202.0;74.0;5.0;9.0;186.0;193.0;1;1;scaled_variance_minor > 584.50 AND distance_circularity > 98.00 AND compactness <= 100.00 AND elongatedness <= 33.00 AND max_length_aspect_ratio > 8.00 AND scatter_ratio > 197.25 AND kurtosis_about_minor <= 189.00 AND max_length_rectangularity <= 160.00;8;1.0;0.0078;1.0;0.032432432432432434
85.0;43.0;66.0;130.0;57.0;6.0;151.0;45.0;19.0;143.0;173.0;333.0;168.0;86.0;4.0;9.0;180.0;183.0;0;0;max_length_aspect_ratio <= 7.00 AND skewness_about_major > 75.00 AND scaled_variance_minor > 319.00 AND distance_circularity <= 70.00 AND circularity > 40.00;5;0.973015873015873;0.0323;0.96;0.14285714285714285
105.0;56.0;98.0;209.0;64.0;11.0;217.0;31.0;24.0;173.0;225.0;696.0;216.0;72.0;2.0;19.0;188.0;199.0;1;2;elongatedness <= 33.00 AND max_length_aspect_ratio > 8.00 AND hollows_ratio > 197.00 AND 61.00 < pr_axis_aspect_ratio <= 65.00 AND compactness > 100.00 AND 67.00 < skewness_about_major <= 75.00 AND kurtosis_about_major > 6.00 AND distance_circularity <= 98.00;8;0.9640287769784173;0.0074;1.0;0.036585365853658534
98.0;45.0;76.0;166.0;60.0;7.0;157.0;42.0;20.0;148.0;184.0;371.0;186.0;69.0;13.0;10.0;190.0;196.0;1;1;scaled_variance_minor > 365.00 AND scaled_variance_major > 178.00 AND pr_axis_aspect_ratio <= 61.00 AND skewness_about_major <= 75.00 AND max_length_aspect_ratio <= 8.00 AND skewness_about_minor > 9.00 AND hollows_ratio <= 197.00 AND scatter_ratio <= 157.00 AND circularity > 44.00;9;0.9692307692307692;0.0015;1.0;0.010810810810810811
84.0;44.0;77.0;150.0;59.0;5.0;152.0;44.0;19.0;143.0;175.0;344.0;177.0;77.0;8.0;2.0;183.0;187.0;2;0;max_length_aspect_ratio <= 7.00 AND skewness_about_major > 75.00 AND radius_ratio > 141.00 AND skewness_about_minor <= 9.00;4;0.9519572953736655;0.0495;0.9705882352941176;0.19642857142857142
98.0;55.0;101.0;228.0;70.0;9.0;210.0;31.0;24.0;168.0;236.0;661.0;245.0;72.0;1.0;6.0;188.0;197.0;1;1;scaled_variance_minor > 584.50 AND distance_circularity > 98.00 AND 87.00 < compactness <= 100.00 AND scaled_radius_of_gyration > 174.00 AND radius_ratio > 141.00 AND pr_axis_rectangularity > 23.00 AND max_length_aspect_ratio > 7.00 AND scaled_variance_major > 178.00 AND max_length_rectangularity > 136.00 AND scatter_ratio > 157.00 AND circularity > 44.00 AND 184.00 < kurtosis_about_minor <= 193.25 AND skewness_about_major <= 75.00 AND elongatedness <= 43.00 AND 191.00 < hollows_ratio <= 197.00 AND kurtosis_about_major <= 6.00;16;0.9849624060150376;0.008;1.0;0.032432432432432434
99.0;51.0;88.0;188.0;62.0;5.0;203.0;32.0;23.0;158.0;222.0;625.0;219.0;77.0;8.0;26.0;191.0;190.0;0;0;max_length_aspect_ratio <= 7.00 AND skewness_about_major > 75.00 AND pr_axis_aspect_ratio > 61.00;3;0.9560185185185185;0.034;0.9090909090909091;0.11904761904761904
93.0;46.0;85.0;169.0;66.0;9.0;151.0;44.0;19.0;147.0;169.0;339.0;179.0;67.0;0.0;4.0;195.0;204.0;3;3;elongatedness > 43.00 AND max_length_aspect_ratio > 8.00 AND scaled_variance_major <= 178.00 AND max_length_rectangularity > 146.00;4;1.0;0.0367;1.0;0.17177914110429449
104.0;53.0;101.0;199.0;65.0;11.0;213.0;31.0;24.0;168.0;216.0;667.0;221.0;72.0;12.0;12.0;187.0;198.0;2;2;elongatedness <= 33.00 AND skewness_about_minor > 9.00 AND compactness > 100.00 AND hollows_ratio > 197.00 AND scaled_radius_of_gyration > 198.00 AND kurtosis_about_major > 6.00 AND max_length_aspect_ratio > 7.00 AND scaled_variance_major <= 217.00;8;0.980544747081712;0.0039;1.0;0.024390243902439025
94.0;45.0;85.0;160.0;63.0;10.0;158.0;43.0;20.0;157.0;174.0;367.0;162.0;68.0;1.0;6.0;189.0;199.0;3;3;max_length_rectangularity > 146.00 AND scaled_variance_major <= 178.00 AND max_length_aspect_ratio > 8.00;3;0.9959128065395095;0.0916;1.0;0.37423312883435583
90.0;38.0;75.0;164.0;64.0;7.0;151.0;43.0;19.0;131.0;168.0;345.0;139.0;66.0;0.0;0.0;195.0;204.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 61.00 AND distance_circularity <= 80.00 AND scaled_variance_major > 167.00 AND kurtosis_about_major <= 6.00;5;0.9719827586206896;0.038;1.0;0.16071428571428573
108.0;49.0;103.0;200.0;62.0;10.0;206.0;32.0;23.0;155.0;227.0;635.0;215.0;72.0;6.0;16.0;189.0;198.0;2;2;elongatedness <= 33.00 AND compactness > 100.00 AND max_length_aspect_ratio > 8.00 AND hollows_ratio > 197.00 AND scaled_radius_of_gyration > 198.00 AND max_length_rectangularity <= 160.00 AND distance_circularity > 80.00;7;0.9523809523809523;0.0078;1.0;0.042682926829268296
104.0;58.0;103.0;230.0;69.0;11.0;219.0;30.0;25.0;176.0;231.0;716.0;246.0;71.0;7.0;4.0;187.0;196.0;1;1;scaled_variance_minor > 584.50 AND distance_circularity > 98.00 AND 6.00 < skewness_about_minor <= 9.00 AND kurtosis_about_major <= 6.00 AND 191.00 < hollows_ratio <= 197.00 AND elongatedness <= 33.00 AND max_length_aspect_ratio > 10.00 AND pr_axis_aspect_ratio > 65.00 AND radius_ratio > 196.00 AND 67.00 < skewness_about_major <= 71.00 AND 184.00 < kurtosis_about_minor <= 189.00 AND max_length_rectangularity > 160.00 AND scaled_radius_of_gyration > 148.75 AND scatter_ratio > 157.00 AND circularity > 40.00 AND scaled_variance_major > 217.00;16;0.9546925566343042;0.0014;1.0;0.010810810810810811
102.0;48.0;105.0;214.0;64.0;10.0;201.0;33.0;23.0;152.0;214.0;600.0;178.0;64.0;0.0;25.0;192.0;204.0;2;1;scaled_variance_minor > 584.50 AND kurtosis_about_major > 19.00 AND skewness_about_major <= 67.00 AND scaled_variance_major > 178.00 AND pr_axis_aspect_ratio <= 65.00 AND scatter_ratio > 197.25 AND scaled_radius_of_gyration <= 198.00 AND distance_circularity > 98.00 AND skewness_about_minor <= 9.00;9;0.9550898203592815;0.0084;1.0;0.03783783783783784
106.0;52.0;107.0;211.0;62.0;8.0;200.0;33.0;23.0;161.0;218.0;602.0;200.0;67.0;9.0;17.0;194.0;201.0;1;1;scaled_variance_minor > 584.50 AND distance_circularity > 98.00 AND pr_axis_rectangularity <= 23.00 AND skewness_about_major <= 67.00 AND scatter_ratio > 197.25 AND 7.00 < max_length_aspect_ratio <= 10.00 AND scaled_variance_major > 217.00 AND kurtosis_about_minor > 193.25 AND elongatedness <= 33.00 AND skewness_about_minor <= 9.00;10;0.9508771929824561;0.0023;1.0;0.016216216216216217
81.0;43.0;68.0;139.0;62.0;7.0;149.0;46.0;19.0;145.0;172.0;323.0;171.0;83.0;1.0;14.0;180.0;184.0;0;0;max_length_aspect_ratio <= 7.00 AND skewness_about_major > 75.00 AND pr_axis_aspect_ratio > 61.00;3;0.9515011547344111;0.0296;0.9090909090909091;0.11904761904761904
106.0;54.0;101.0;222.0;67.0;12.0;222.0;30.0;25.0;173.0;228.0;721.0;200.0;70.0;3.0;4.0;187.0;201.0;2;2;elongatedness <= 33.00 AND skewness_about_major <= 71.00 AND max_length_aspect_ratio > 10.00 AND compactness > 87.00 AND scaled_radius_of_gyration > 198.00 AND hollows_ratio > 197.00 AND 2.00 < skewness_about_minor <= 6.00 AND kurtosis_about_minor <= 193.25 AND pr_axis_aspect_ratio > 57.00;9;0.9509536784741145;0.0094;1.0;0.042682926829268296
83.0;37.0;62.0;113.0;53.0;6.0;122.0;55.0;17.0;129.0;143.0;218.0;135.0;79.0;0.0;7.0;181.0;185.0;3;3;elongatedness > 46.00 AND scaled_variance_minor <= 319.00 AND 6.00 < kurtosis_about_major <= 11.00 AND scatter_ratio <= 147.00 AND skewness_about_minor <= 2.00 AND pr_axis_aspect_ratio <= 57.00 AND skewness_about_major > 75.00 AND hollows_ratio <= 191.00 AND kurtosis_about_minor <= 184.00 AND scaled_variance_major <= 167.00 AND pr_axis_rectangularity <= 19.00 AND radius_ratio <= 168.00 AND distance_circularity <= 70.00 AND compactness <= 93.00 AND circularity <= 49.00 AND scaled_radius_of_gyration <= 148.75 AND max_length_rectangularity <= 160.00 AND max_length_aspect_ratio <= 7.00;18;0.8901734104046243;0.0014;1.0;0.012269938650306749
90.0;36.0;74.0;171.0;60.0;8.0;157.0;42.0;19.0;128.0;177.0;367.0;123.0;61.0;6.0;21.0;197.0;204.0;2;2;max_length_rectangularity <= 136.00 AND max_length_aspect_ratio > 7.00 AND hollows_ratio > 197.00 AND scatter_ratio > 147.00 AND pr_axis_aspect_ratio > 57.00 AND skewness_about_major <= 71.00 AND kurtosis_about_major > 6.00 AND compactness > 87.00 AND scaled_variance_minor > 319.00 AND 2.00 < skewness_about_minor <= 6.00 AND elongatedness <= 43.00 AND kurtosis_about_minor > 184.00;12;0.9513888888888888;0.0094;0.8571428571428571;0.036585365853658534
107.0;52.0;101.0;218.0;64.0;11.0;202.0;33.0;23.0;164.0;219.0;610.0;192.0;65.0;17.0;2.0;197.0;206.0;1;1;scaled_variance_minor > 584.50 AND distance_circularity > 98.00 AND hollows_ratio > 191.00 AND elongatedness <= 33.00 AND scaled_radius_of_gyration <= 198.00 AND pr_axis_rectangularity <= 23.00;6;1.0;0.0142;1.0;0.05945945945945946
87.0;49.0;86.0;190.0;64.0;9.0;177.0;37.0;21.0;153.0;197.0;471.0;209.0;67.0;11.0;7.0;192.0;199.0;1;1;compactness <= 87.00 AND pr_axis_rectangularity > 20.00 AND skewness_about_major <= 67.00 AND kurtosis_about_major <= 11.00;4;0.9964912280701754;0.0006;1.0;0.010810810810810811
103.0;48.0;96.0;232.0;71.0;10.0;205.0;32.0;23.0;153.0;226.0;633.0;197.0;71.0;2.0;15.0;188.0;196.0;1;1;scaled_variance_minor > 584.50 AND scatter_ratio > 197.25 AND scaled_radius_of_gyration <= 198.00 AND elongatedness <= 33.00 AND max_length_aspect_ratio > 8.00 AND skewness_about_minor <= 9.00 AND distance_circularity > 80.00 AND scaled_variance_major > 178.00 AND hollows_ratio <= 197.00 AND pr_axis_rectangularity <= 23.00;10;1.0;0.0042;1.0;0.021621621621621623
85.0;37.0;80.0;158.0;59.0;8.0;153.0;44.0;19.0;126.0;179.0;348.0;136.0;69.0;6.0;21.0;191.0;197.0;1;1;compactness <= 87.00 AND scaled_variance_major > 178.00 AND max_length_aspect_ratio > 7.00 AND circularity <= 40.00;4;1.0;0.0064;1.0;0.02702702702702703
96.0;48.0;83.0;177.0;59.0;8.0;171.0;39.0;21.0;152.0;195.0;438.0;196.0;67.0;15.0;0.0;195.0;201.0;1;1;scaled_variance_minor > 365.00 AND skewness_about_major <= 67.00 AND hollows_ratio <= 201.00 AND pr_axis_aspect_ratio <= 61.00 AND scaled_variance_major > 178.00 AND kurtosis_about_major <= 6.00 AND max_length_aspect_ratio <= 8.00 AND skewness_about_minor > 9.00 AND kurtosis_about_minor > 193.25 AND compactness <= 100.00;10;0.9776119402985075;0.001;1.0;0.010810810810810811
101.0;55.0;101.0;183.0;57.0;13.0;225.0;30.0;25.0;177.0;225.0;741.0;204.0;71.0;5.0;10.0;186.0;198.0;1;1;scaled_variance_minor > 584.50 AND distance_circularity > 98.00 AND skewness_about_major <= 75.00 AND hollows_ratio <= 201.00 AND pr_axis_aspect_ratio <= 57.00 AND scaled_variance_major > 178.00 AND 141.00 < radius_ratio <= 196.00 AND kurtosis_about_minor <= 189.00 AND 6.00 < kurtosis_about_major <= 11.00 AND elongatedness <= 33.00 AND max_length_aspect_ratio > 10.00 AND 2.00 < skewness_about_minor <= 6.00 AND max_length_rectangularity > 136.00;13;0.9469964664310954;0.0013;1.0;0.010810810810810811
108.0;53.0;103.0;202.0;64.0;10.0;220.0;30.0;25.0;168.0;224.0;711.0;214.0;73.0;11.0;10.0;188.0;199.0;2;2;elongatedness <= 33.00 AND skewness_about_minor > 9.00 AND compactness > 100.00 AND hollows_ratio > 197.00 AND max_length_aspect_ratio > 8.00 AND 61.00 < pr_axis_aspect_ratio <= 65.00 AND kurtosis_about_major > 6.00 AND 67.00 < skewness_about_major <= 75.00;8;0.9603174603174603;0.0118;1.0;0.04878048780487805
101.0;48.0;85.0;191.0;60.0;11.0;175.0;38.0;21.0;153.0;192.0;458.0;187.0;62.0;5.0;22.0;197.0;210.0;2;2;compactness > 100.00 AND kurtosis_about_major > 19.00 AND pr_axis_aspect_ratio <= 61.00 AND 33.00 < elongatedness <= 43.00 AND 157.00 < scatter_ratio <= 197.25 AND 178.00 < scaled_variance_major <= 217.00 AND skewness_about_major <= 71.00 AND hollows_ratio > 201.00 AND scaled_variance_minor <= 584.50 AND 168.00 < radius_ratio <= 196.00 AND skewness_about_minor <= 9.00 AND pr_axis_rectangularity <= 23.00 AND max_length_rectangularity <= 160.00 AND distance_circularity > 80.00;14;0.9855072463768116;0.0014;1.0;0.012195121951219513
100.0;57.0;107.0;207.0;63.0;11.0;227.0;30.0;25.0;180.0;234.0;756.0;205.0;72.0;6.0;19.0;186.0;198.0;1;1;scaled_variance_minor > 584.50 AND distance_circularity > 98.00 AND compactness <= 100.00 AND kurtosis_about_minor <= 189.00 AND pr_axis_aspect_ratio <= 65.00;5;0.9580152671755725;0.0244;0.9411764705882353;0.08648648648648649
91.0;41.0;84.0;141.0;57.0;9.0;149.0;45.0;19.0;143.0;170.0;330.0;158.0;72.0;9.0;14.0;189.0;199.0;3;3;elongatedness > 43.00 AND max_length_aspect_ratio > 8.00 AND scaled_variance_major <= 178.00 AND distance_circularity > 80.00;4;1.0;0.04;1.0;0.1656441717791411
86.0;43.0;68.0;150.0;64.0;9.0;138.0;48.0;18.0;143.0;161.0;285.0;174.0;69.0;6.0;0.0;192.0;201.0;3;3;elongatedness > 46.00 AND max_length_aspect_ratio > 8.00 AND scaled_variance_major <= 178.00 AND kurtosis_about_major <= 6.00;4;1.0;0.004;1.0;0.024539877300613498
88.0;39.0;88.0;194.0;69.0;8.0;168.0;40.0;20.0;133.0;199.0;416.0;151.0;74.0;3.0;22.0;186.0;192.0;1;1;compactness <= 93.00 AND scaled_variance_major > 178.00 AND 7.00 < max_length_aspect_ratio <= 8.00 AND kurtosis_about_major > 19.00 AND elongatedness <= 46.00 AND scatter_ratio > 157.00 AND scaled_variance_minor > 365.00 AND radius_ratio > 141.00 AND 71.00 < skewness_about_major <= 75.00 AND distance_circularity > 80.00 AND circularity <= 40.00 AND 191.00 < hollows_ratio <= 197.00 AND scaled_radius_of_gyration > 148.75 AND pr_axis_rectangularity <= 20.00;14;0.9553903345724907;0.0018;1.0;0.010810810810810811
87.0;46.0;71.0;159.0;66.0;6.0;151.0;44.0;19.0;146.0;175.0;343.0;189.0;73.0;2.0;0.0;186.0;190.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND hollows_ratio <= 191.00;3;1.0;0.0134;1.0;0.06547619047619048
87.0;47.0;81.0;149.0;62.0;9.0;147.0;45.0;19.0;152.0;171.0;325.0;181.0;72.0;0.0;6.0;188.0;198.0;3;3;elongatedness > 43.00 AND max_length_aspect_ratio > 8.00 AND scaled_variance_major <= 178.00 AND distance_circularity > 80.00;4;1.0;0.0408;1.0;0.1656441717791411
87.0;38.0;85.0;177.0;61.0;8.0;164.0;40.0;20.0;129.0;186.0;402.0;130.0;63.0;1.0;25.0;198.0;205.0;1;1;compactness <= 87.00 AND scaled_variance_major > 178.00 AND skewness_about_major <= 67.00 AND max_length_rectangularity <= 136.00;4;1.0;0.0028;1.0;0.016216216216216217
97.0;38.0;75.0;188.0;68.0;6.0;171.0;37.0;20.0;129.0;199.0;450.0;137.0;74.0;2.0;6.0;197.0;199.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND skewness_about_major > 71.00 AND distance_circularity <= 80.00;4;1.0;0.0241;1.0;0.1130952380952381
95.0;46.0;92.0;159.0;63.0;11.0;160.0;42.0;20.0;157.0;176.0;372.0;171.0;70.0;7.0;21.0;189.0;200.0;3;3;max_length_rectangularity > 146.00 AND scaled_variance_major <= 178.00 AND max_length_aspect_ratio > 10.00;3;0.9919028340080972;0.0357;1.0;0.1656441717791411
86.0;38.0;89.0;176.0;59.0;9.0;169.0;39.0;20.0;132.0;190.0;428.0;148.0;67.0;7.0;33.0;193.0;202.0;1;1;compactness <= 87.00 AND scaled_variance_major > 178.00 AND skewness_about_major <= 67.00;3;0.96045197740113;0.0046;1.0;0.021621621621621623
106.0;52.0;101.0;213.0;64.0;11.0;201.0;33.0;23.0;158.0;214.0;607.0;204.0;65.0;2.0;4.0;192.0;204.0;2;2;elongatedness <= 33.00 AND max_length_aspect_ratio > 8.00 AND hollows_ratio > 201.00 AND scaled_radius_of_gyration > 198.00 AND compactness > 100.00 AND max_length_rectangularity <= 160.00 AND distance_circularity > 80.00 AND pr_axis_rectangularity <= 23.00 AND kurtosis_about_major <= 11.00;9;0.9695652173913043;0.0015;1.0;0.012195121951219513
90.0;47.0;85.0;149.0;60.0;10.0;155.0;43.0;19.0;155.0;179.0;355.0;186.0;75.0;1.0;5.0;185.0;196.0;3;3;max_length_rectangularity > 146.00 AND radius_ratio <= 168.00 AND max_length_aspect_ratio > 8.00 AND pr_axis_aspect_ratio > 57.00;4;0.9710144927536232;0.058;0.975609756097561;0.24539877300613497
94.0;38.0;84.0;158.0;55.0;9.0;169.0;39.0;20.0;130.0;196.0;430.0;155.0;69.0;9.0;15.0;190.0;195.0;1;1;pr_axis_aspect_ratio <= 57.00 AND scaled_variance_major > 178.00 AND max_length_aspect_ratio > 8.00 AND hollows_ratio <= 197.00 AND compactness > 93.00 AND scatter_ratio > 157.00 AND scaled_radius_of_gyration <= 198.00;7;1.0;0.0011;1.0;0.010810810810810811
87.0;41.0;73.0;158.0;64.0;7.0;151.0;44.0;19.0;138.0;175.0;341.0;152.0;73.0;3.0;8.0;190.0;194.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 61.00 AND skewness_about_major > 71.00 AND kurtosis_about_minor > 189.00 AND skewness_about_minor <= 6.00;5;1.0;0.0311;1.0;0.125
98.0;35.0;70.0;182.0;68.0;5.0;155.0;41.0;19.0;124.0;184.0;371.0;117.0;71.0;3.0;22.0;202.0;205.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND distance_circularity <= 80.00 AND compactness > 93.00;4;1.0;0.0414;1.0;0.16666666666666666
101.0;54.0;106.0;188.0;57.0;7.0;236.0;28.0;26.0;164.0;256.0;833.0;253.0;81.0;6.0;14.0;185.0;185.0;0;0;max_length_aspect_ratio <= 7.00 AND skewness_about_major > 75.00 AND radius_ratio > 168.00;3;1.0;0.0287;1.0;0.13095238095238096
96.0;45.0;101.0;201.0;66.0;9.0;192.0;34.0;22.0;143.0;218.0;552.0;195.0;73.0;3.0;19.0;189.0;197.0;2;2;elongatedness <= 43.00 AND 8.00 < max_length_aspect_ratio <= 10.00 AND max_length_rectangularity <= 146.00 AND compactness > 93.00 AND 319.00 < scaled_variance_minor <= 584.50 AND distance_circularity > 98.00 AND skewness_about_major <= 75.00 AND 184.00 < kurtosis_about_minor <= 189.00 AND 147.00 < scatter_ratio <= 197.25 AND 11.00 < kurtosis_about_major <= 19.00 AND skewness_about_minor <= 6.00 AND pr_axis_rectangularity <= 23.00 AND hollows_ratio > 191.00 AND scaled_radius_of_gyration <= 198.00 AND 40.00 < circularity <= 49.00 AND pr_axis_aspect_ratio > 61.00 AND radius_ratio > 141.00;17;0.9159663865546218;0.002;1.0;0.012195121951219513
