state;account_length;area_code;phone_number;international_plan;voice_mail_plan;number_vmail_messages;total_day_minutes;total_day_calls;total_day_charge;total_eve_minutes;total_eve_calls;total_eve_charge;total_night_minutes;total_night_calls;total_night_charge;total_intl_minutes;total_intl_calls;total_intl_charge;number_customer_service_calls;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
36.0;52.0;415.0;3683.0;0.0;0.0;0.0;124.9;131.0;21.23;300.5;118.0;25.54;192.5;106.0;8.66;11.6;4.0;3.13;2.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 2.00;2;0.9545454545454546;0.5969;0.9483627204030227;0.6517599538372764
44.0;90.0;415.0;2930.0;0.0;0.0;0.0;261.8;128.0;44.51;220.6;104.0;18.75;136.6;91.0;6.15;9.6;5.0;2.59;1.0;0;0;total_night_minutes <= 166.30 AND number_customer_service_calls <= 1.00;2;0.9506903353057199;0.1354;0.927536231884058;0.1477207155222158
28.0;118.0;415.0;83.0;0.0;1.0;39.0;91.5;125.0;15.56;219.9;113.0;18.69;229.0;99.0;10.31;12.7;8.0;3.43;2.0;0;0;voice_mail_plan > 0.00 AND international_plan <= 0.00;2;0.9677996422182469;0.2372;0.9614181438998958;0.2660126947489902
30.0;146.0;510.0;929.0;0.0;0.0;0.0;115.6;77.0;19.65;213.6;100.0;18.16;218.4;72.0;9.83;10.7;6.0;2.89;1.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 1.00;2;0.9625;0.4223;0.9495305164319249;0.4668205424120023
15.0;84.0;408.0;2470.0;0.0;0.0;0.0;217.1;99.0;36.91;236.0;68.0;20.06;118.3;120.0;5.32;9.4;4.0;2.54;1.0;0;0;number_customer_service_calls <= 1.00 AND total_night_calls > 113.00 AND state <= 39.00 AND international_plan <= 0.00;4;0.9576470588235294;0.0946;0.9295039164490861;0.10271206001154068
2.0;93.0;415.0;4466.0;0.0;0.0;0.0;131.9;91.0;22.42;203.8;92.0;17.32;205.6;121.0;9.25;6.8;3.0;1.84;1.0;0;0;number_customer_service_calls <= 1.00 AND total_day_minutes <= 179.70;2;0.9618320610687023;0.2948;0.9509632224168126;0.31332948643969993
27.0;125.0;408.0;4503.0;0.0;0.0;0.0;212.3;89.0;36.09;215.4;127.0;18.31;186.8;73.0;8.41;11.3;2.0;3.05;2.0;0;0;international_plan <= 0.00 AND total_day_charge <= 36.65 AND number_customer_service_calls <= 2.00;3;0.9719350073855244;0.5402;0.9756992205410362;0.6139642238892095
22.0;48.0;415.0;4205.0;0.0;0.0;0.0;240.0;88.0;40.8;141.0;117.0;11.99;128.9;137.0;5.8;7.1;9.0;1.92;1.0;0;0;total_eve_minutes <= 166.60 AND number_customer_service_calls <= 1.00;2;0.965034965034965;0.1419;0.9541446208112875;0.15608770917484133
18.0;172.0;415.0;3408.0;0.0;0.0;0.0;215.7;140.0;36.67;146.3;84.0;12.44;264.6;83.0;11.91;7.1;1.0;1.92;3.0;0;0;total_eve_minutes <= 166.60 AND total_day_minutes > 179.70;2;0.9517426273458445;0.1294;0.9273422562141491;0.13993075591459897
26.0;64.0;415.0;3099.0;0.0;0.0;0.0;131.3;105.0;22.32;109.4;114.0;9.3;246.2;125.0;11.08;12.7;4.0;3.43;4.0;1;1;number_customer_service_calls > 2.00 AND total_day_charge <= 24.43 AND total_day_minutes <= 215.60 AND 3.00 < total_intl_calls <= 4.00 AND total_night_calls > 113.00 AND number_vmail_messages <= 0.00 AND total_intl_minutes > 12.10 AND total_eve_charge <= 14.16 AND total_eve_minutes <= 166.60 AND total_night_minutes > 234.90 AND 408.00 < area_code <= 415.00 AND total_night_charge > 10.57 AND 2516.50 < phone_number <= 3768.25 AND 13.00 < state <= 26.00 AND 101.00 < total_day_calls <= 113.00 AND 101.00 < total_eve_calls <= 114.00 AND voice_mail_plan <= 0.00 AND total_intl_charge > 2.78;18;0.626984126984127;0.0001;1.0;0.0037313432835820895
47.0;88.0;510.0;187.0;0.0;0.0;0.0;202.6;139.0;34.44;210.7;123.0;17.91;81.1;86.0;3.65;9.8;8.0;2.65;1.0;0;0;179.70 < total_day_minutes <= 215.60;1;0.9661016949152542;0.252;0.938185443668993;0.27149451817657244
50.0;68.0;510.0;3705.0;0.0;0.0;0.0;195.4;116.0;33.22;212.1;101.0;18.03;138.4;134.0;6.23;15.1;11.0;4.08;1.0;0;0;number_customer_service_calls <= 1.00 AND total_day_charge <= 36.65 AND international_plan <= 0.00;3;0.978441127694859;0.3887;0.9762516046213093;0.4388343912290825
7.0;126.0;415.0;3391.0;0.0;0.0;0.0;161.4;110.0;27.44;220.6;125.0;18.75;249.2;78.0;11.21;5.1;2.0;1.38;0.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 1.00 AND state <= 13.00;3;0.9921875;0.1026;0.961352657004831;0.11482977495672245
7.0;180.0;415.0;2240.0;0.0;1.0;33.0;231.8;78.0;39.41;232.9;79.0;19.8;206.9;121.0;9.31;7.6;4.0;2.05;1.0;0;0;voice_mail_plan > 0.00 AND international_plan <= 0.00;2;0.9761904761904762;0.2414;0.9614181438998958;0.2660126947489902
49.0;70.0;510.0;1082.0;0.0;1.0;30.0;143.4;72.0;24.38;170.0;92.0;14.45;127.9;68.0;5.76;9.4;4.0;2.54;3.0;0;0;voice_mail_plan > 0.00 AND international_plan <= 0.00;2;0.9586666666666667;0.242;0.9614181438998958;0.2660126947489902
23.0;116.0;510.0;523.0;0.0;0.0;0.0;201.8;82.0;34.31;231.5;95.0;19.68;226.1;130.0;10.17;16.5;5.0;4.46;0.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 1.00;2;0.961439588688946;0.4315;0.9495305164319249;0.4668205424120023
36.0;194.0;408.0;67.0;0.0;0.0;0.0;162.3;88.0;27.59;213.7;118.0;18.16;192.1;81.0;8.64;10.9;2.0;2.94;0.0;0;0;number_customer_service_calls <= 1.00 AND total_day_minutes <= 215.60 AND international_plan <= 0.00;3;0.9763872491145218;0.3944;0.9762516046213093;0.4388343912290825
21.0;78.0;415.0;4896.0;0.0;0.0;0.0;211.4;105.0;35.94;249.9;77.0;21.24;199.6;129.0;8.98;9.3;2.0;2.51;2.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 2.00;2;0.9501915708812261;0.5881;0.9483627204030227;0.6517599538372764
23.0;150.0;415.0;409.0;0.0;0.0;0.0;146.3;133.0;24.87;202.7;95.0;17.23;234.7;103.0;10.56;13.1;3.0;3.54;1.0;0;0;total_day_minutes <= 215.60 AND international_plan <= 0.00;2;0.9671361502347418;0.698;0.936565803864382;0.741200230813618
12.0;52.0;408.0;4537.0;0.0;0.0;0.0;191.9;108.0;32.62;269.8;96.0;22.93;236.8;87.0;10.66;7.8;5.0;2.11;3.0;0;0;international_plan <= 0.00 AND total_day_charge <= 36.65 AND phone_number > 3768.25;3;0.9788359788359788;0.1725;0.9393491124260355;0.18320830929024812
6.0;25.0;510.0;1286.0;0.0;0.0;0.0;144.1;111.0;24.5;224.8;89.0;19.11;132.9;110.0;5.98;13.6;3.0;3.67;4.0;1;1;number_customer_service_calls > 2.00 AND 24.43 < total_day_charge <= 30.55 AND 201.00 < total_eve_minutes <= 233.50 AND total_night_minutes <= 166.30 AND total_night_charge <= 7.48 AND total_day_minutes <= 179.70 AND total_intl_calls <= 3.00 AND area_code > 415.00 AND total_night_calls > 100.00 AND account_length <= 73.00 AND total_intl_minutes > 12.10 AND total_intl_charge > 3.27 AND number_vmail_messages <= 0.00 AND voice_mail_plan <= 0.00 AND total_eve_calls <= 114.00 AND total_day_calls > 88.00 AND total_eve_charge <= 19.85;17;0.7679324894514767;0.0005;1.0;0.0037313432835820895
37.0;123.0;415.0;3590.0;0.0;1.0;38.0;202.3;104.0;34.39;292.4;105.0;24.85;239.3;63.0;10.77;11.2;1.0;3.02;3.0;0;0;total_day_minutes <= 215.60 AND voice_mail_plan > 0.00;2;0.9724770642201835;0.1859;0.928030303030303;0.2120600115406809
28.0;128.0;408.0;250.0;0.0;0.0;0.0;102.5;87.0;17.43;177.2;97.0;15.06;226.0;119.0;10.17;8.7;5.0;2.35;1.0;0;0;number_customer_service_calls <= 2.00 AND total_day_charge <= 36.65;2;0.9554753309265944;0.5957;0.9483627204030227;0.6517599538372764
36.0;125.0;408.0;1498.0;0.0;0.0;0.0;229.3;103.0;38.98;177.4;126.0;15.08;189.3;95.0;8.52;12.0;8.0;3.24;1.0;0;0;total_eve_minutes <= 201.00 AND number_customer_service_calls <= 1.00;2;0.9588477366255144;0.2806;0.9295900178253119;0.30092325447201385
20.0;121.0;510.0;2193.0;0.0;0.0;0.0;190.7;103.0;32.42;183.5;117.0;15.6;220.8;103.0;9.94;9.8;4.0;2.65;3.0;0;0;total_eve_minutes <= 201.00 AND international_plan <= 0.00 AND 30.55 < total_day_charge <= 36.65;3;0.9702127659574468;0.1177;0.9555084745762712;0.13012117714945182
45.0;138.0;415.0;1702.0;0.0;0.0;0.0;251.0;119.0;42.67;91.2;96.0;7.75;142.2;87.0;6.4;13.8;3.0;3.73;3.0;0;0;total_eve_minutes <= 166.60 AND international_plan <= 0.00;2;0.9504685408299867;0.2275;0.9372937293729373;0.24581650317368725
11.0;174.0;415.0;2308.0;0.0;0.0;0.0;187.4;74.0;31.86;144.6;142.0;12.29;235.7;102.0;10.61;10.2;1.0;2.75;1.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 2.00;2;0.9594202898550724;0.5954;0.9483627204030227;0.6517599538372764
8.0;122.0;510.0;247.0;0.0;0.0;0.0;157.1;134.0;26.71;184.9;122.0;15.72;197.2;59.0;8.87;8.5;5.0;2.3;4.0;1;1;number_customer_service_calls > 2.00 AND 143.67 < total_day_minutes <= 179.70 AND total_eve_minutes <= 201.00 AND total_intl_charge <= 2.30 AND 166.30 < total_night_minutes <= 199.70 AND account_length > 100.00 AND total_day_calls > 113.00 AND area_code > 415.00 AND total_eve_calls > 114.00 AND state <= 39.00 AND phone_number <= 2516.50;11;0.7337367624810892;0.0005;1.0;0.0037313432835820895
41.0;116.0;408.0;3424.0;0.0;0.0;0.0;167.8;119.0;28.53;142.0;123.0;12.07;190.7;128.0;8.58;7.3;4.0;1.97;2.0;0;0;number_customer_service_calls <= 2.00 AND total_eve_minutes <= 166.60;2;0.9621993127147767;0.2012;0.9473684210526315;0.2181188690132718
34.0;111.0;415.0;2847.0;0.0;0.0;0.0;181.8;117.0;30.91;158.1;91.0;13.44;266.2;123.0;11.98;9.7;9.0;2.62;0.0;0;0;total_eve_minutes <= 201.00 AND number_customer_service_calls <= 1.00;2;0.9591078066914498;0.2885;0.9295900178253119;0.30092325447201385
12.0;67.0;408.0;692.0;0.0;0.0;0.0;177.4;102.0;30.16;215.2;123.0;18.29;132.4;120.0;5.96;6.6;4.0;1.78;4.0;1;1;number_customer_service_calls > 2.00 AND 24.43 < total_day_charge <= 30.55 AND 201.00 < total_eve_minutes <= 233.50 AND total_night_minutes <= 166.30 AND total_night_charge <= 7.48 AND 17.09 < total_eve_charge <= 19.85 AND total_day_minutes <= 179.70 AND account_length <= 73.00 AND total_night_calls > 113.00 AND total_intl_charge <= 2.30 AND voice_mail_plan <= 0.00 AND total_intl_calls <= 4.00 AND total_day_calls > 101.00 AND state <= 13.00 AND total_intl_minutes <= 8.50 AND number_vmail_messages <= 0.00 AND area_code <= 408.00 AND phone_number <= 1258.75;18;0.712558764271323;0.0;1.0;0.0037313432835820895
22.0;136.0;415.0;2520.0;0.0;1.0;24.0;50.1;134.0;8.52;295.8;89.0;25.14;111.8;115.0;5.03;11.0;6.0;2.97;0.0;0;0;voice_mail_plan > 0.00 AND number_customer_service_calls <= 1.00;2;0.9568034557235421;0.1591;0.9581993569131833;0.17195614541257934
1.0;98.0;408.0;2877.0;0.0;0.0;0.0;161.0;117.0;27.37;190.9;113.0;16.23;227.7;113.0;10.25;12.1;4.0;3.27;4.0;0;0;total_day_minutes <= 215.60 AND total_intl_calls > 3.00;2;0.9640287769784173;0.4484;0.9272626318711826;0.48182342758222735
5.0;74.0;415.0;572.0;1.0;0.0;0.0;267.5;134.0;45.48;242.5;110.0;20.61;223.0;108.0;10.04;8.3;4.0;2.24;3.0;1;1;international_plan > 0.00 AND total_intl_calls <= 4.00 AND number_customer_service_calls > 2.00 AND total_day_calls > 88.00 AND total_night_calls > 100.00 AND number_vmail_messages <= 0.00 AND voice_mail_plan <= 0.00 AND total_eve_calls > 87.00 AND total_eve_minutes > 233.50 AND total_day_minutes > 215.60 AND total_night_minutes > 199.70 AND 7.48 < total_night_charge <= 10.57 AND phone_number <= 1258.75 AND total_eve_charge > 17.09 AND area_code <= 415.00;15;0.9535714285714286;0.0005;1.0;0.0037313432835820895
16.0;178.0;415.0;1214.0;0.0;1.0;22.0;112.8;66.0;19.18;232.6;100.0;19.77;194.8;119.0;8.77;14.3;3.0;3.86;1.0;0;0;number_customer_service_calls <= 1.00 AND total_day_minutes <= 143.67;2;0.996031746031746;0.1396;0.9583333333333334;0.15262550490478938
39.0;36.0;415.0;2060.0;0.0;0.0;0.0;235.1;97.0;39.97;196.8;104.0;16.73;259.7;110.0;11.69;7.0;7.0;1.89;3.0;0;0;total_intl_minutes <= 8.50 AND account_length <= 73.00 AND total_eve_calls > 87.00 AND total_intl_calls > 3.00 AND total_eve_minutes <= 201.00;5;0.9633699633699634;0.0135;0.9642857142857143;0.015579919215233698
11.0;24.0;415.0;3704.0;0.0;0.0;0.0;156.2;104.0;26.55;90.0;101.0;7.65;205.1;116.0;9.23;7.3;5.0;1.97;1.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 1.00;2;0.9601873536299765;0.4243;0.9495305164319249;0.4668205424120023
40.0;78.0;415.0;4006.0;0.0;1.0;21.0;160.6;85.0;27.3;223.1;79.0;18.96;124.0;92.0;5.58;9.5;1.0;2.57;2.0;0;0;total_intl_minutes <= 12.10 AND number_vmail_messages > 0.00;2;0.9507692307692308;0.1994;0.9416873449131513;0.21898442008078475
20.0;102.0;415.0;3103.0;0.0;0.0;0.0;129.5;56.0;22.02;354.2;118.0;30.11;145.5;93.0;6.55;10.9;3.0;2.94;1.0;0;0;number_customer_service_calls <= 1.00 AND total_day_charge <= 36.65 AND international_plan <= 0.00;3;0.9785458879618594;0.3787;0.9762516046213093;0.4388343912290825
10.0;93.0;415.0;2279.0;0.0;0.0;0.0;179.5;121.0;30.52;191.9;131.0;16.31;165.5;125.0;7.45;12.0;4.0;3.24;0.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 2.00;2;0.966183574879227;0.5966;0.9483627204030227;0.6517599538372764
36.0;103.0;510.0;3170.0;0.0;0.0;0.0;267.0;97.0;45.39;204.3;151.0;17.37;246.9;67.0;11.11;11.3;7.0;3.05;1.0;1;1;total_day_minutes > 215.60 AND total_eve_minutes > 201.00 AND voice_mail_plan <= 0.00 AND total_night_minutes > 234.90 AND area_code > 415.00 AND total_day_charge > 36.65 AND total_intl_minutes > 10.30 AND number_customer_service_calls <= 1.00 AND 88.00 < total_day_calls <= 101.00 AND number_vmail_messages <= 0.00 AND total_night_calls <= 87.00 AND 2516.50 < phone_number <= 3768.25 AND 26.00 < state <= 39.00 AND 100.00 < account_length <= 127.00 AND total_eve_charge > 17.09 AND total_eve_calls > 101.00 AND 2.30 < total_intl_charge <= 3.27 AND total_intl_calls > 3.00 AND total_night_charge > 8.99 AND international_plan <= 0.00;20;0.8921161825726142;0.0001;1.0;0.0037313432835820895
8.0;31.0;408.0;3130.0;0.0;0.0;0.0;229.1;120.0;38.95;172.4;79.0;14.65;243.6;102.0;10.96;11.0;4.0;2.97;3.0;0;0;total_eve_minutes <= 201.00 AND international_plan <= 0.00 AND account_length <= 100.00 AND total_eve_calls <= 101.00 AND total_intl_calls > 3.00;5;0.9719626168224299;0.0643;0.9296296296296296;0.07241777264858627
7.0;139.0;510.0;2161.0;0.0;0.0;0.0;203.2;81.0;34.54;152.5;99.0;12.96;197.8;76.0;8.9;9.7;3.0;2.62;2.0;0;0;total_eve_minutes <= 166.60 AND number_customer_service_calls <= 2.00;2;0.9614711033274956;0.1925;0.9473684210526315;0.2181188690132718
49.0;100.0;415.0;2799.0;0.0;0.0;0.0;166.0;102.0;28.22;236.1;97.0;20.07;134.3;93.0;6.04;10.9;4.0;2.94;1.0;0;0;number_customer_service_calls <= 1.00 AND total_day_minutes <= 179.70;2;0.9653465346534653;0.2851;0.9509632224168126;0.31332948643969993
9.0;89.0;510.0;2537.0;0.0;0.0;0.0;215.9;106.0;36.7;211.1;89.0;17.94;252.9;106.0;11.38;8.8;4.0;2.38;0.0;0;0;number_customer_service_calls <= 1.00 AND international_plan <= 0.00 AND total_eve_charge <= 19.85 AND total_day_calls <= 113.00;4;0.9587020648967551;0.2912;0.9451114922813036;0.31794575879976916
50.0;146.0;415.0;1517.0;0.0;1.0;11.0;180.7;82.0;30.72;173.7;90.0;14.76;231.5;89.0;10.42;10.1;4.0;2.73;2.0;0;0;voice_mail_plan > 0.00 AND total_day_minutes > 179.70;2;0.9566929133858267;0.1362;0.9473684210526315;0.15060588574725908
33.0;74.0;415.0;1496.0;0.0;0.0;0.0;282.5;114.0;48.03;219.9;48.0;18.69;170.0;115.0;7.65;9.4;4.0;2.54;1.0;1;1;total_day_minutes > 215.60 AND total_eve_charge > 17.09 AND voice_mail_plan <= 0.00 AND total_night_charge > 7.48 AND total_eve_minutes > 166.60 AND total_day_calls > 113.00 AND 166.30 < total_night_minutes <= 234.90 AND total_day_charge > 36.65 AND account_length > 73.00 AND 1258.75 < phone_number <= 2516.50 AND total_intl_calls <= 4.00 AND total_night_calls > 100.00 AND total_intl_minutes > 8.50 AND total_eve_calls <= 101.00 AND 13.00 < state <= 39.00 AND number_vmail_messages <= 0.00 AND area_code > 408.00 AND total_intl_charge > 2.30;18;0.7710566615620215;0.0005;1.0;0.005597014925373134
23.0;74.0;510.0;890.0;0.0;1.0;33.0;193.7;91.0;32.93;246.1;96.0;20.92;138.0;92.0;6.21;14.6;3.0;3.94;2.0;0;0;179.70 < total_day_minutes <= 215.60;1;0.9556313993174061;0.2458;0.938185443668993;0.27149451817657244
50.0;141.0;408.0;4691.0;0.0;0.0;0.0;301.4;87.0;51.24;269.2;111.0;22.88;148.6;95.0;6.69;14.4;5.0;3.89;0.0;1;1;total_day_minutes > 215.60 AND total_eve_charge > 19.85 AND voice_mail_plan <= 0.00 AND total_eve_minutes > 233.50 AND total_intl_minutes > 12.10 AND state > 39.00 AND account_length > 127.00 AND 4.00 < total_intl_calls <= 6.00 AND number_customer_service_calls <= 1.00 AND number_vmail_messages <= 0.00 AND 87.00 < total_eve_calls <= 114.00 AND phone_number > 3768.25 AND total_day_charge > 36.65 AND total_intl_charge > 3.27 AND 87.00 < total_night_calls <= 113.00 AND total_day_calls <= 113.00;16;0.8812260536398467;0.0001;1.0;0.0037313432835820895
2.0;87.0;408.0;3284.0;0.0;0.0;0.0;185.8;119.0;31.59;192.3;83.0;16.35;200.0;96.0;9.0;6.6;4.0;1.78;1.0;0;0;number_customer_service_calls <= 1.00 AND total_day_minutes <= 215.60 AND total_intl_charge <= 2.30;3;0.9861751152073732;0.1115;0.959731543624161;0.12377380265435661
27.0;122.0;510.0;93.0;0.0;1.0;30.0;230.1;108.0;39.12;287.6;76.0;24.45;177.1;85.0;7.97;6.9;3.0;1.86;2.0;0;0;number_customer_service_calls <= 2.00 AND number_vmail_messages > 0.00;2;0.9501661129568106;0.211;0.9558652729384437;0.23744950952106175
42.0;123.0;415.0;4624.0;0.0;1.0;34.0;305.2;80.0;51.88;156.5;109.0;13.3;280.0;81.0;12.6;13.2;7.0;3.56;1.0;0;0;voice_mail_plan > 0.00 AND number_customer_service_calls <= 2.00;2;0.982089552238806;0.2236;0.9559164733178654;0.23773802654356607
14.0;151.0;408.0;348.0;0.0;0.0;0.0;134.5;88.0;22.87;143.1;112.0;12.16;223.9;61.0;10.08;15.4;1.0;4.16;1.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 2.00;2;0.9522546419098143;0.5957;0.9483627204030227;0.6517599538372764
25.0;120.0;415.0;4950.0;0.0;0.0;0.0;131.7;99.0;22.39;163.1;109.0;13.86;201.1;116.0;9.05;10.7;3.0;2.89;1.0;0;0;total_day_minutes <= 179.70 AND number_customer_service_calls <= 2.00;2;0.9632063074901446;0.4059;0.9491844416562107;0.4365262550490479
26.0;42.0;415.0;2654.0;0.0;0.0;0.0;150.7;52.0;25.62;246.7;96.0;20.97;103.8;118.0;4.67;7.0;4.0;1.89;2.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 2.00;2;0.9556886227544911;0.5984;0.9483627204030227;0.6517599538372764
15.0;52.0;415.0;1903.0;0.0;0.0;0.0;165.9;122.0;28.2;212.2;107.0;18.04;202.1;94.0;9.09;8.3;3.0;2.24;1.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 1.00;2;0.9599109131403119;0.4351;0.9495305164319249;0.4668205424120023
34.0;90.0;415.0;1010.0;0.0;0.0;0.0;180.0;58.0;30.6;229.4;88.0;19.5;162.2;110.0;7.3;13.2;9.0;3.56;1.0;0;0;number_customer_service_calls <= 2.00 AND total_day_minutes <= 215.60;2;0.9637681159420289;0.591;0.9483627204030227;0.6517599538372764
33.0;115.0;415.0;363.0;0.0;0.0;0.0;286.4;125.0;48.69;205.7;74.0;17.48;191.4;141.0;8.61;6.9;6.0;1.86;1.0;1;1;total_day_minutes > 215.60 AND total_eve_minutes > 201.00 AND voice_mail_plan <= 0.00 AND total_night_minutes > 166.30 AND total_day_calls > 113.00 AND 13.00 < state <= 39.00 AND total_day_charge > 36.65 AND phone_number <= 1258.75 AND 100.00 < account_length <= 127.00 AND 4.00 < total_intl_calls <= 6.00 AND number_customer_service_calls <= 1.00 AND 7.48 < total_night_charge <= 10.57 AND 408.00 < area_code <= 415.00 AND number_vmail_messages <= 0.00 AND total_eve_calls <= 87.00 AND total_eve_charge <= 19.85;16;0.7713125845737483;0.0004;1.0;0.0037313432835820895
28.0;105.0;415.0;2056.0;0.0;1.0;23.0;193.5;85.0;32.9;220.2;90.0;18.72;272.4;111.0;12.26;8.5;5.0;2.3;0.0;0;0;voice_mail_plan > 0.00 AND number_customer_service_calls <= 1.00;2;0.957345971563981;0.1589;0.9581993569131833;0.17195614541257934
44.0;243.0;510.0;1509.0;0.0;0.0;0.0;95.5;92.0;16.24;163.7;63.0;13.91;264.2;118.0;11.89;6.6;6.0;1.78;2.0;0;0;international_plan <= 0.00 AND total_eve_charge <= 14.16;2;0.956;0.2244;0.9372937293729373;0.24581650317368725
38.0;140.0;408.0;485.0;0.0;0.0;0.0;112.8;89.0;19.18;156.7;65.0;13.32;249.6;85.0;11.23;16.3;6.0;4.4;0.0;0;0;total_eve_minutes <= 201.00 AND total_intl_calls > 4.00 AND number_customer_service_calls <= 1.00;3;0.9711934156378601;0.1208;0.9437229437229437;0.1257934218118869
31.0;95.0;415.0;2703.0;0.0;1.0;22.0;40.9;126.0;6.95;133.4;90.0;11.34;264.2;91.0;11.89;11.9;7.0;3.21;0.0;0;0;total_eve_minutes <= 166.60 AND number_customer_service_calls <= 2.00;2;0.954498448810755;0.1988;0.9473684210526315;0.2181188690132718
24.0;6.0;510.0;1227.0;0.0;0.0;0.0;183.6;117.0;31.21;256.7;72.0;21.82;178.6;79.0;8.04;10.2;2.0;2.75;1.0;0;0;179.70 < total_day_minutes <= 215.60;1;0.9540540540540541;0.2495;0.938185443668993;0.27149451817657244
6.0;152.0;408.0;1435.0;0.0;1.0;20.0;239.1;105.0;40.65;209.1;111.0;17.77;268.2;130.0;12.07;13.3;3.0;3.59;5.0;0;0;voice_mail_plan > 0.00 AND international_plan <= 0.00;2;0.9547270306258322;0.2386;0.9614181438998958;0.2660126947489902
30.0;171.0;415.0;4821.0;0.0;0.0;0.0;262.1;78.0;44.56;171.6;113.0;14.59;208.7;100.0;9.39;5.3;3.0;1.43;0.0;0;0;total_eve_minutes <= 201.00 AND number_customer_service_calls <= 1.00 AND international_plan <= 0.00;3;0.9607458292443573;0.2623;0.958904109589041;0.2827466820542412
16.0;57.0;415.0;1816.0;0.0;0.0;0.0;158.1;117.0;26.88;115.2;149.0;9.79;182.4;92.0;8.21;11.8;7.0;3.19;0.0;0;0;total_eve_minutes <= 166.60 AND number_customer_service_calls <= 1.00;2;0.9501347708894878;0.1445;0.9541446208112875;0.15608770917484133
27.0;190.0;408.0;4314.0;0.0;0.0;0.0;182.2;101.0;30.97;212.3;95.0;18.05;233.0;123.0;10.49;9.3;4.0;2.51;2.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 2.00;2;0.9552238805970149;0.5894;0.9483627204030227;0.6517599538372764
10.0;185.0;510.0;2035.0;0.0;1.0;31.0;189.8;126.0;32.27;163.3;133.0;13.88;264.8;126.0;11.92;7.5;3.0;2.03;1.0;0;0;voice_mail_plan > 0.00 AND total_night_minutes > 234.90;2;0.9685863874345549;0.0666;0.9626865671641791;0.07443739180611655
42.0;72.0;408.0;1074.0;0.0;0.0;0.0;147.0;79.0;24.99;162.3;103.0;13.8;162.9;80.0;7.33;10.5;4.0;2.84;1.0;0;0;total_eve_minutes <= 166.60 AND number_customer_service_calls <= 1.00;2;0.9727722772277227;0.1413;0.9541446208112875;0.15608770917484133
26.0;33.0;510.0;261.0;0.0;1.0;35.0;161.9;85.0;27.52;151.2;82.0;12.85;191.0;131.0;8.59;8.5;2.0;2.3;1.0;0;0;voice_mail_plan > 0.00 AND number_customer_service_calls <= 1.00;2;0.9616204690831557;0.1544;0.9581993569131833;0.17195614541257934
31.0;135.0;510.0;1850.0;0.0;0.0;0.0;180.1;112.0;30.62;257.2;89.0;21.86;131.6;111.0;5.92;11.4;7.0;3.08;1.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 2.00;2;0.9506398537477148;0.5969;0.9483627204030227;0.6517599538372764
12.0;75.0;415.0;4023.0;0.0;0.0;0.0;138.5;110.0;23.55;153.2;86.0;13.02;215.6;103.0;9.7;11.1;7.0;3.0;1.0;0;0;total_eve_minutes <= 166.60 AND number_customer_service_calls <= 1.00;2;0.9721115537848606;0.1434;0.9541446208112875;0.15608770917484133
40.0;109.0;415.0;1725.0;0.0;0.0;0.0;222.5;74.0;37.83;169.7;75.0;14.42;264.3;94.0;11.89;9.0;3.0;2.43;2.0;0;0;number_customer_service_calls <= 2.00 AND international_plan <= 0.00 AND total_eve_charge <= 17.09 AND phone_number <= 2516.50;4;0.9667673716012085;0.1681;0.9657631954350927;0.19532602423542988
41.0;113.0;415.0;4147.0;1.0;0.0;0.0;204.3;82.0;34.73;188.8;115.0;16.05;139.4;97.0;6.27;9.2;7.0;2.48;1.0;0;0;number_customer_service_calls <= 2.00 AND total_day_minutes <= 215.60;2;0.9586614173228346;0.5967;0.9483627204030227;0.6517599538372764
25.0;190.0;415.0;3496.0;1.0;0.0;0.0;111.9;55.0;19.02;223.0;124.0;18.96;243.2;81.0;10.94;10.0;7.0;2.7;3.0;0;0;total_day_minutes <= 179.70 AND total_intl_calls > 6.00;2;0.9739130434782609;0.078;0.9226190476190477;0.0894402769763416
40.0;111.0;510.0;4211.0;0.0;0.0;0.0;78.3;119.0;13.31;198.2;94.0;16.85;248.5;94.0;11.18;12.1;4.0;3.27;1.0;0;0;total_eve_minutes <= 201.00 AND number_customer_service_calls <= 1.00 AND total_day_charge <= 24.43;3;0.9927536231884058;0.0661;0.9655172413793104;0.0727062896710906
